code,name,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv,area,industry,fullname,enname,market,exchange,curr_type,list_status,list_date,delist_date
002729,好利来,126.9818,139.1052,5.8921,14.8094,15.0861,6668.0,6668.0,2105.106,261919.04,261919.04,福建,元器件,好利来(中国)电子科技股份有限公司,"Hollyland (China) Electronics Technology Corp.,Ltd.",中小板,SZSE,CNY,L,20140912,
002730,电光科技,41.0895,34.6791,2.3838,2.5017,2.3724,32267.4,29049.9,11271.15,234906.672,211483.272,浙江,电气设备,电光防爆科技股份有限公司,"Dianguang Explosion-Proof Technology Co., Ltd.",中小板,SZSE,CNY,L,20141009,
002731,萃华珠宝,64.7913,88.5567,1.5783,0.7125,0.7544,25615.6,21962.9771,12347.9561,191860.844,164502.6985,辽宁,服饰,沈阳萃华金银珠宝股份有限公司,"Shenyang Cuihua Gold and Silver Jewelry Co., Ltd.",中小板,SZSE,CNY,L,20141104,
002732,燕塘乳业,81.0597,38.8258,3.4482,2.6371,2.4027,15735.0,15558.0075,6479.6475,342078.9,338231.0831,广东,乳制品,广东燕塘乳业股份有限公司,"Guangdong Yantang Dairy Co., Ltd.",中小板,SZSE,CNY,L,20141205,
002733,雄韬股份,83.0096,44.351,3.1583,2.6458,2.7298,35011.3207,32723.8823,16705.7579,782152.9044,731051.5306,深圳,电气设备,深圳市雄韬电源科技股份有限公司,"Shenzhen Center Power Tech Co.,Ltd.",中小板,SZSE,CNY,L,20141203,
002734,利民股份,17.6289,10.6128,1.7796,2.3918,1.4806,28655.757,24584.9039,18044.3344,363354.9988,311736.5815,江苏,农药化肥,利民化工股份有限公司,"LIMIN Chemical Co.,Ltd.",中小板,SZSE,CNY,L,20150127,
002735,王子新材,47.0879,44.8278,3.7469,2.5701,1.9484,14270.123,7588.1642,4721.9592,234315.4197,124597.6562,深圳,塑料,深圳王子新材料股份有限公司,"Shenzhen Prince New Materials Co.,Ltd.",中小板,SZSE,CNY,L,20141203,
002736,国信证券,27.5218,18.0264,1.888,9.3927,6.9484,820000.0,820000.0,201356.4669,9421800.0,9421800.0,深圳,证券,国信证券股份有限公司,"Guosen Securities Co.,Ltd.",中小板,SZSE,CNY,L,20141229,
002737,葵花药业,14.8261,14.1271,2.7277,1.8675,1.8607,58400.0,53339.042,22192.9374,835120.0,762748.3006,黑龙江,中成药,葵花药业集团股份有限公司,"Sunflower Pharmaceutical Group Co.,Ltd",中小板,SZSE,CNY,L,20141230,
002738,中矿资源,34.6215,21.9894,1.4357,4.4262,3.0641,27792.6476,18308.8356,12051.3013,383816.4634,252845.0196,北京,小金属,中矿资源集团股份有限公司,"Sinomine Resource Group Co., Ltd.",中小板,SZSE,CNY,L,20141230,
002739,万达电影,23.5194,35.5719,1.5601,2.1613,2.0605,207842.8288,176120.1224,68906.0129,3044897.4419,2580159.7932,北京,影视音像,万达电影股份有限公司,"WANDA FILM HOLDING CO., LTD",中小板,SZSE,CNY,L,20150122,
002740,爱迪尔,102.752,70.4478,1.0221,1.5412,1.4611,45406.1077,19008.4313,18444.6529,289236.906,121083.7074,福建,服饰,福建省爱迪尔珠宝实业股份有限公司,"FUJIAN IDEAL JEWELLERY INDUSTRIAL CO.,LTD.",中小板,SZSE,CNY,L,20150122,
002741,光华科技,30.9205,109.645,3.4419,2.7374,2.6399,37423.2965,22209.7445,17147.3505,416147.0571,246972.3588,广东,化工原料,广东光华科技股份有限公司,"Guangdong Guanghua Sci-Tech Co., Ltd",中小板,SZSE,CNY,L,20150216,
002742,三圣股份,22.4111,21.9024,1.6071,0.8669,0.7507,43200.0,26977.06,14805.6806,248400.0,155118.095,重庆,其他建材,重庆三圣实业股份有限公司,"Chongqing Sansheng Industrial Co.,Ltd.",中小板,SZSE,CNY,L,20150217,
002743,富煌钢构,23.8634,21.6679,0.9316,0.5571,0.4885,33632.588,33349.838,20549.838,196750.6398,195096.5523,安徽,钢加工,安徽富煌钢构股份有限公司,"Anhui Fuhuang Steel Structure Co.,Ltd.",中小板,SZSE,CNY,L,20150217,
002745,木林森,20.9208,18.642,1.5097,0.8395,0.7568,127716.854,73203.869,35787.7708,1507058.8772,863805.6542,广东,半导体,木林森股份有限公司,"MLS Co.,Ltd.",中小板,SZSE,CNY,L,20150217,
002746,仙坛股份,18.4458,8.9455,2.5218,2.8763,2.2429,46369.2511,36311.7511,20719.2511,741444.3251,580624.9001,山东,农业综合,山东仙坛股份有限公司,"Shandong Xiantan Co.,Ltd.",中小板,SZSE,CNY,L,20150216,
002747,埃斯顿,76.1241,87.7035,4.9209,5.2747,5.6498,83493.1516,72773.1843,40847.1643,770641.7893,671696.4911,江苏,机械基件,南京埃斯顿自动化股份有限公司,"Estun Automation Co.,Ltd",中小板,SZSE,CNY,L,20150320,
002748,世龙实业,29.4793,147.2334,1.4851,1.1298,0.7796,24000.0,24000.0,8703.0526,167760.0,167760.0,江西,化工原料,江西世龙实业股份有限公司,"Jiangxi Selon Industrial Co., Ltd.",中小板,SZSE,CNY,L,20150319,
002749,国光股份,16.5576,16.2438,3.5542,4.4883,3.9393,37240.8863,23765.589,13994.9087,388422.4441,247875.0933,四川,农药化肥,四川国光农化股份有限公司,"Sichuan Guoguang Agrochemical Co., Ltd.",中小板,SZSE,CNY,L,20150320,
002750,龙津药业,371.3332,4469.8237,7.9335,15.3293,18.9,40050.0,39728.8326,11225.321,515043.0,510912.7872,云南,中成药,昆明龙津药业股份有限公司,"Kunming Longjin Pharmaceutical Co., Ltd.",中小板,SZSE,CNY,L,20150324,
002751,易尚展示,44.4425,59.6619,3.422,3.1868,2.7706,15460.0613,11803.6206,9822.2237,358209.6203,273489.8893,深圳,家居用品,深圳市易尚展示股份有限公司,"Shenzhen ESUN Display Co., Ltd.",中小板,SZSE,CNY,L,20150424,
002752,昇兴股份,107.2109,87.3308,2.5106,2.1799,1.9718,83318.0519,82588.6959,25048.8356,457416.1049,453411.9405,福建,广告包装,昇兴集团股份有限公司,"Shengxing Group Co.,Ltd.",中小板,SZSE,CNY,L,20150422,
002753,永东股份,10.3491,24.5432,1.7027,1.1116,1.0128,37543.5652,20043.9767,9033.0541,287583.7094,153536.8615,山西,化工原料,山西永东化工股份有限公司,"Shanxi Yongdong Chemistry Industry Co.,Ltd.",中小板,SZSE,CNY,L,20150519,
002755,奥赛康,22.7305,12.22,6.5677,3.8737,2.1345,92816.0351,14302.7537,14302.7537,1523111.136,234708.1882,北京,化学制药,北京奥赛康药业股份有限公司,"Beijing Aosaikang Pharmaceutical Co., Ltd.",中小板,SZSE,CNY,L,20150515,
002756,永兴材料,14.863,13.7611,1.6877,1.2007,1.1855,36000.0,18461.7339,13481.1238,575640.0,295203.1251,浙江,特种钢,永兴特种材料科技股份有限公司,"Yongxing Special Materials Technology Co.,Ltd.",中小板,SZSE,CNY,L,20150515,
002757,南兴股份,19.271,16.1867,1.8077,2.8002,2.2324,19704.0366,15775.5627,6815.2621,315264.5856,252409.0032,广东,专用机械,南兴装备股份有限公司,"Nanxing Machinery Co., Ltd.",中小板,SZSE,CNY,L,20150527,
002758,华通医药,63.5357,64.6071,3.4838,1.4422,1.3208,21014.3535,18027.803,12010.9842,219599.9941,188390.5414,浙江,医药商业,浙江华通医药股份有限公司,"Zhejiang Huatong Pharmaceutical Co., Ltd.",中小板,SZSE,CNY,L,20150527,
002759,天际股份,43.7658,8.8623,1.2059,4.2615,4.5234,40215.2567,17716.7647,10940.7242,366763.1411,161576.8941,广东,家用电器,广东天际电器股份有限公司,"Guangdong Tonze Electric Co.,Ltd.",中小板,SZSE,CNY,L,20150528,
002760,凤形股份,46.6549,26.9274,2.5688,3.032,2.766,8800.0,7256.4804,4114.5899,142120.0,117192.1585,安徽,机械基件,安徽省凤形耐磨材料股份有限公司,"Anhui Fengxing Wear Resistant Materials Co.,Ltd.",中小板,SZSE,CNY,L,20150611,
002761,多喜爱,151.2774,,6.1146,4.6556,4.9872,34680.0,34536.4005,11486.3435,420321.6,418581.1741,湖南,纺织,多喜爱集团股份有限公司,"Dohia Group Co., Ltd.",中小板,SZSE,CNY,L,20150610,
002762,金发拉比,46.5011,68.4461,1.8451,4.0492,4.1834,35402.5,19006.9755,12893.5073,183738.975,98646.2028,广东,服饰,金发拉比妇婴童用品股份有限公司,"Jinfa Labi Maternity & Baby Articles Co., Ltd.",中小板,SZSE,CNY,L,20150610,
002763,汇洁股份,19.2359,15.7665,1.7012,1.3533,1.2516,41172.5,18287.4195,11496.9195,318675.15,141544.6269,深圳,服饰,深圳汇洁集团股份有限公司,"Shenzhen Huijie Group Co., Ltd.",中小板,SZSE,CNY,L,20150610,
002765,蓝黛传动,813.3596,,1.4031,2.5928,2.9316,48148.1597,25439.425,17004.505,224851.9058,118802.1148,重庆,汽车配件,重庆蓝黛动力传动机械股份有限公司,"Chongqing Landai Powertrain Corp., Ltd.",中小板,SZSE,CNY,L,20150612,
002767,先锋电子,85.0487,95.4199,3.0186,7.598,7.5765,15000.0,12364.1875,4483.8368,219600.0,181011.705,浙江,电器仪表,杭州先锋电子技术股份有限公司,"Hangzhou Innover Technology Co., Ltd.",中小板,SZSE,CNY,L,20150612,
002768,国恩股份,20.2342,17.461,2.7863,1.6759,1.4058,27125.0,17668.9825,11818.9825,624146.25,406563.2873,山东,塑料,青岛国恩科技股份有限公司,"Qingdao Gon Technology Co., Ltd.",中小板,SZSE,CNY,L,20150630,
002769,普路通,30.5272,49.1148,2.2619,0.54,0.5195,37331.8054,23643.6179,16401.0904,311720.5751,197424.2095,深圳,仓储物流,深圳市普路通供应链管理股份有限公司,"Shenzhen Prolto Supply Chain Management Co., Ltd.",中小板,SZSE,CNY,L,20150629,
002770,科迪乳业,19.502,46.8403,1.411,1.9596,2.3693,109486.7797,60271.9372,50857.0698,251819.5933,138625.4556,河南,乳制品,河南科迪乳业股份有限公司,"Henan Kedi Dairy Co.,Ltd.",中小板,SZSE,CNY,L,20150630,
002771,真视通,53.1652,75.4485,3.3055,2.5595,2.8211,20989.358,12891.7459,10419.0182,223746.5563,137426.0113,北京,软件服务,北京真视通科技股份有限公司,Beijing Transtrue Technology Inc.,中小板,SZSE,CNY,L,20150629,
002772,众兴菌业,21.6465,53.2842,1.0023,2.6155,2.3993,36769.1044,25576.9796,21987.2573,242308.398,168552.2956,甘肃,种植业,天水众兴菌业科技股份有限公司,"Tianshui Zhongxing Bio-Technology Co.,Ltd.",中小板,SZSE,CNY,L,20150626,
002773,康弘药业,41.7801,39.1962,6.5168,9.9521,9.2331,87559.7684,62126.0356,24928.4937,2903481.9201,2060099.3405,四川,化学制药,成都康弘药业集团股份有限公司,"Chengdu Kanghong Pharmaceutical Group Co., Ltd",中小板,SZSE,CNY,L,20150626,
002774,快意电梯,35.9632,57.7663,2.4415,2.9435,3.0013,34134.72,8985.5892,8985.5892,258058.4832,67931.0544,广东,运输设备,快意电梯股份有限公司,"IFE Elevators Co.,Ltd.",中小板,SZSE,CNY,L,20170324,
002775,文科园林,11.4038,11.2667,1.1371,0.9988,0.9761,51276.03,41646.15,28887.95,284581.9665,231136.1325,深圳,建筑工程,深圳文科园林股份有限公司,"Shenzhen Wenke Landscape Co.,Ltd.",中小板,SZSE,CNY,L,20150629,
002776,柏堡龙,17.1619,18.144,1.3816,3.1468,3.069,53798.9106,33935.8421,25929.0753,330325.3111,208366.0705,广东,服饰,广东柏堡龙股份有限公司,"Guangdong Bobaolon Co.,Ltd.",中小板,SZSE,CNY,L,20150626,
002777,久远银海,61.4723,50.8538,6.88,8.4437,7.7773,22430.2769,18998.2,10405.2,729656.9076,618011.446,四川,软件服务,四川久远银海软件股份有限公司,"Sichuan Jiuyuan Yinhai Software Co.,Ltd",中小板,SZSE,CNY,L,20151231,
002778,高科石化,90.8749,146.9981,2.5751,2.3916,2.3814,8910.95,5790.9165,3994.1491,164763.4655,107074.0461,江苏,石油加工,江苏高科石化股份有限公司,"Jiangsu Gaoke Petrochemical Co., Ltd",中小板,SZSE,CNY,L,20160106,
002779,中坚科技,189.6818,181.4045,3.4518,5.3685,5.4442,13200.0,11843.4525,4042.5,223344.0,200391.2163,浙江,农用机械,浙江中坚科技股份有限公司,"Zhejiang Zhongjian Technology Co ,.Ltd.",中小板,SZSE,CNY,L,20151209,
002780,三夫户外,494.1475,608.8626,3.8947,5.9117,6.2027,14557.1324,10474.5468,8655.7873,248490.2501,178800.5139,北京,其他商业,北京三夫户外用品股份有限公司,"Beijing Sanfo Outdoor Products Co., Ltd",中小板,SZSE,CNY,L,20151209,
002781,奇信股份,22.0817,45.9522,1.8933,0.7444,0.8796,22500.0,20294.8437,10372.1888,372150.0,335676.7148,深圳,装修装饰,深圳市奇信集团股份有限公司,"Shenzhen Qixin Group Co.,Ltd.",中小板,SZSE,CNY,L,20151222,
002782,可立克,50.1181,49.2193,4.9095,3.8955,4.12,42600.0,42600.0,11634.5723,426000.0,426000.0,深圳,电气设备,深圳可立克科技股份有限公司,"Shenzhen Click Technology Co., Ltd.",中小板,SZSE,CNY,L,20151222,
002783,凯龙股份,44.7413,50.1694,2.1514,1.9613,1.9052,37026.5415,31097.1015,24178.8215,365822.23,307239.3628,湖北,化工原料,湖北凯龙化工集团股份有限公司,"Hubei Kailong Chemical Group Co.,Ltd.",中小板,SZSE,CNY,L,20151209,
002785,万里石,311.0195,546.9491,4.8061,2.7631,2.777,20000.0,15472.5949,10373.4103,317400.0,245550.0811,福建,其他建材,厦门万里石股份有限公司,"Xiamen Wanli Stone Stock Co.,Ltd",中小板,SZSE,CNY,L,20151223,
002786,银宝山新,76.5903,,3.2474,1.0601,1.1113,38124.0,37974.0,14577.4,319097.88,317842.38,深圳,专用机械,深圳市银宝山新科技股份有限公司,"Shenzhen Silver Basis Technology Co.,Ltd.",中小板,SZSE,CNY,L,20151223,
002787,华源控股,35.8055,46.024,1.3575,1.3846,1.1937,31101.9804,16702.746,12725.3453,191588.1993,102888.9154,江苏,广告包装,苏州华源控股股份有限公司,"Suzhou Hycan Holdings Co., Ltd",中小板,SZSE,CNY,L,20151231,
002788,鹭燕医药,13.9015,10.4261,1.4372,0.218,0.1762,32683.044,31782.6456,19485.8595,250678.9475,243772.8918,福建,医药商业,鹭燕医药股份有限公司,"Luyan Pharma Co.,Ltd",中小板,SZSE,CNY,L,20160218,
002789,建艺集团,25.0702,24.2212,1.7516,0.7802,0.7661,13804.0,8122.0758,6762.0378,231217.0,136044.7697,深圳,装修装饰,深圳市建艺装饰集团股份有限公司,"Shenzhen Jianyi Decoration Group Co.,Ltd.",中小板,SZSE,CNY,L,20160311,
002790,瑞尔特,17.3204,15.9174,1.7591,2.8068,2.5813,40960.0,25292.8,13465.6,278937.6,172243.968,福建,家居用品,厦门瑞尔特卫浴科技股份有限公司,"Xiamen R&T Plumbing Technology Co., Ltd.",中小板,SZSE,CNY,L,20160308,
002791,坚朗五金,52.8472,28.0457,3.1418,2.3606,1.9254,32154.0,16110.6333,9801.0615,909636.66,455769.8161,广东,其他建材,广东坚朗五金制品股份有限公司,"Guangdong Kinlong Hardware Products Co.,Ltd.",中小板,SZSE,CNY,L,20160329,
002792,通宇通讯,180.8426,107.0322,3.966,6.3516,4.9882,33784.02,14989.8307,8848.4714,803383.9956,356458.174,广东,通信设备,广东通宇通讯股份有限公司,Tongyu Communication Inc.,中小板,SZSE,CNY,L,20160328,
002793,东音股份,38.5585,58.2301,4.4784,4.5896,3.9723,35867.3343,23662.9799,12346.6185,429331.9916,283245.8694,浙江,专用机械,浙江东音泵业股份有限公司,"Zhejiang Doyin Pump Industry Co.,Ltd",中小板,SZSE,CNY,L,20160415,
002795,永和智控,31.9921,33.5803,4.3006,4.0381,4.3673,20000.0,20000.0,6375.0,260200.0,260200.0,浙江,机械基件,永和流体智控股份有限公司,"Yorhe Fluid Intelligent Control Co., Ltd",中小板,SZSE,CNY,L,20160428,
002796,世嘉科技,112.0451,44.9613,3.6153,4.2553,2.9969,16830.5632,13515.0175,8147.019,544637.0252,437345.9663,江苏,专用机械,苏州市世嘉科技股份有限公司,Suzhou Shijia Science & Technology Inc.,中小板,SZSE,CNY,L,20160510,
002797,第一创业,201.6583,72.6126,2.8269,14.1687,10.9462,350240.0,350240.0,235713.2807,2507718.4,2507718.4,深圳,证券,第一创业证券股份有限公司,"First Capital Securities Co.,Ltd",中小板,SZSE,CNY,L,20160511,
002798,帝欧家居,25.7389,18.2903,2.8151,2.274,1.869,38496.0564,18977.4154,14194.2645,979724.6354,482975.2219,四川,家居用品,帝欧家居股份有限公司,"D&O Home Collection Co.,Ltd",中小板,SZSE,CNY,L,20160525,
002799,环球印务,83.131,41.2362,4.0146,4.2099,2.2664,15000.0,15000.0,4125.0,233700.0,233700.0,陕西,广告包装,西安环球印务股份有限公司,"Xi'An Global Printing Co., Ltd",中小板,SZSE,CNY,L,20160608,
002800,天顺股份,350.0384,63.6371,4.3536,2.1438,1.6306,7468.0,7139.875,3699.625,203353.64,194418.7963,新疆,仓储物流,新疆天顺供应链股份有限公司,"Xinjiang Tianshun Supply Chain Co.,Ltd.",中小板,SZSE,CNY,L,20160530,
002801,微光股份,40.0334,27.7356,3.9983,6.0223,5.0699,11776.0,5814.4,3496.0,389432.32,192282.208,浙江,电气设备,杭州微光电子股份有限公司,"Hangzhou Weiguang Electronic Co.,Ltd.",中小板,SZSE,CNY,L,20160622,
002802,洪汇新材,28.2535,26.0804,3.8075,4.0011,3.9077,10835.0,6054.0058,3811.7962,207381.9,115873.671,江苏,化工原料,无锡洪汇新材料科技股份有限公司,"Wuxi Honghui New Materials Technology Co.,Ltd.",中小板,SZSE,CNY,L,20160629,
002803,吉宏股份,22.8368,15.5347,3.6593,2.1455,1.7306,22259.3699,19703.5143,16058.0691,486812.4197,430915.8577,福建,互联网,厦门吉宏科技股份有限公司,"Xiamen Jihong Technology Co.,Ltd",中小板,SZSE,CNY,L,20160712,
002805,丰元股份,104.1107,94.5973,2.8538,6.4119,4.2059,14537.07,14432.0175,12849.5175,169792.9776,168565.9644,山东,化工原料,山东丰元化学股份有限公司,"Shandong Fengyuan Chemical Co.,Ltd.",中小板,SZSE,CNY,L,20160707,
002806,华锋股份,28.9337,38.7265,1.7955,3.479,3.1351,17623.9202,9764.3134,5767.9996,226114.8962,125276.1409,广东,元器件,广东华锋新能源科技股份有限公司,"Guangdong Huafeng New Energy Technology Co.,Ltd.",中小板,SZSE,CNY,L,20160726,
002807,江阴银行,11.0708,9.947,0.8648,2.9792,2.7266,217198.0498,215763.058,215709.058,949155.4776,942884.5635,江苏,银行,江苏江阴农村商业银行股份有限公司,"Jiangsu Jiangyin Rural Commercial Bank Co.,Ltd.",中小板,SZSE,CNY,L,20160902,
002808,恒久科技,84.9216,112.3601,5.141,9.2322,9.6483,26880.0,26795.139,22076.5342,294336.0,293406.7721,江苏,元器件,苏州恒久光电科技股份有限公司,Suzhou Goldengreen Technologies Ltd.,中小板,SZSE,CNY,L,20160812,
002809,红墙股份,29.4416,19.4873,1.8058,2.1586,1.8976,12000.0,12000.0,9943.1851,201120.0,201120.0,广东,化工原料,广东红墙新材料股份有限公司,"Guangdong Redwall New Materials Co., Ltd.",中小板,SZSE,CNY,L,20160823,
002810,山东赫达,42.5147,22.2748,3.5605,3.4178,2.8919,19029.696,13639.7257,10674.3707,312087.0144,223691.5015,山东,化工原料,山东赫达股份有限公司,"Shandong Head Co., Ltd.",中小板,SZSE,CNY,L,20160826,
002811,亚泰国际,23.1144,19.9715,1.8201,1.1478,1.0999,18000.0,18000.0,6265.2937,264060.0,264060.0,深圳,装修装饰,深圳市亚泰国际建设股份有限公司,"Shenzhen Asiantime International Construction Co.,Ltd.",中小板,SZSE,CNY,L,20160908,
002812,恩捷股份,62.2157,38.9761,7.4921,13.1252,10.9635,80537.077,55520.7128,35087.6027,3225509.9339,2223604.5476,云南,广告包装,云南恩捷新材料股份有限公司,"Yunnan Energy New Material Co., Ltd.",中小板,SZSE,CNY,L,20160914,
002813,路畅科技,163.2236,,4.6985,3.6556,4.1979,12000.0,12000.0,3843.021,276720.0,276720.0,深圳,汽车配件,深圳市路畅科技股份有限公司,"Shenzhen Roadrover Technology Co., Ltd.",中小板,SZSE,CNY,L,20161012,
002815,崇达技术,23.4039,25.3276,3.5841,3.5884,3.5837,88466.0738,41767.3608,27153.7328,1311951.8745,619409.9607,深圳,元器件,崇达技术股份有限公司,"Suntak Technology Co., Ltd.",中小板,SZSE,CNY,L,20161012,
002816,和科达,350.3616,,4.4671,6.5399,10.9219,10000.0,10000.0,6211.2542,225400.0,225400.0,深圳,专用机械,深圳市和科达精密清洗设备股份有限公司,"Shenzhen Hekeda Precision Cleaning Equipment Co., Ltd.",中小板,SZSE,CNY,L,20161025,
002817,黄山胶囊,48.1711,44.9797,2.4178,5.8788,5.4221,8667.0,8667.0,4572.0,173253.33,173253.33,安徽,化学制药,安徽黄山胶囊股份有限公司,"Anhui Huangshan Capsule Co.,Ltd.",中小板,SZSE,CNY,L,20161025,
002818,富森美,12.2144,11.6336,1.9475,6.3188,5.953,75649.49,74328.5924,14367.3678,897959.4463,882280.3918,四川,房产服务,成都富森美家居股份有限公司,"Chengdu Fusen Noble-House Industrial Co.,Ltd.",中小板,SZSE,CNY,L,20161109,
002819,东方中科,83.3282,60.0712,7.6563,4.2159,3.6806,15753.8236,13913.5542,5985.9733,390379.7488,344777.8731,北京,电器仪表,北京东方中科集成科技股份有限公司,"Beijing Oriental Jicheng  Co., Ltd.",中小板,SZSE,CNY,L,20161111,
002820,桂发祥,28.4083,28.9201,2.2496,4.9716,4.8347,20480.0,20273.5721,8778.413,239001.6,236592.5864,天津,食品,天津桂发祥十八街麻花食品股份有限公司,"Tianjin Guifaxiang 18th Street Mahua Food Co., Ltd.",中小板,SZSE,CNY,L,20161118,
002821,凯莱英,68.6187,55.0447,10.2935,16.0169,12.3879,23140.9962,22883.5786,3074.9418,2938906.5174,2906214.4822,天津,生物制药,凯莱英医药集团(天津)股份有限公司,"Asymchem Laboratories (Tianjin) Co., Ltd.",中小板,SZSE,CNY,L,20161118,
002822,中装建设,32.8586,22.9198,2.305,1.3244,1.1582,60600.0,30606.0,27463.9,549036.0,277290.36,深圳,装修装饰,深圳市中装建设集团股份有限公司,"Shenzhen Zhongzhuang Construction Group Co.,Ltd.",中小板,SZSE,CNY,L,20161129,
002823,凯中精密,21.1716,66.6485,2.0097,1.4384,1.1959,28937.2016,28696.6507,9985.0554,240178.7733,238182.2008,深圳,机械基件,深圳市凯中精密技术股份有限公司,"Shenzhen Kaizhong Precision Technology Co.,Ltd.",中小板,SZSE,CNY,L,20161124,
002824,和胜股份,98.4065,919.7257,2.399,1.7315,1.5131,18361.48,7778.5821,4998.8584,184349.2592,78096.9643,广东,铝,广东和胜工业铝材股份有限公司,"Guangdong Hoshion Aluminium Co.,Ltd.",中小板,SZSE,CNY,L,20170112,
002825,纳尔股份,29.5989,34.6321,2.5795,2.3268,2.0985,14412.708,4092.4639,4092.4639,183473.7728,52097.0654,上海,化工原料,上海纳尔实业股份有限公司,"Shanghai Nar Industrial Co., Ltd.",中小板,SZSE,CNY,L,20161129,
002826,易明医药,73.0609,61.6791,2.8704,3.7751,3.6906,19321.0,11373.3191,9332.7708,184515.55,108615.1974,西藏,中成药,西藏易明西雅医药科技股份有限公司,Tibet Aim Pharm. Inc.,中小板,SZSE,CNY,L,20161209,
002827,高争民爆,41.6805,88.1648,3.3342,7.0269,7.0761,27600.0,9471.2495,9471.2495,251712.0,86377.7954,西藏,化工原料,西藏高争民爆股份有限公司,"Tibet Gaozheng Explosive Co., Ltd.",中小板,SZSE,CNY,L,20161209,
002828,贝肯能源,48.289,79.1721,2.2733,2.4265,1.52,20320.27,10031.87,10031.87,219458.916,108344.196,新疆,石油开采,新疆贝肯能源工程股份有限公司,"Xinjiang Beiken Energy Engineering Co.,Ltd.",中小板,SZSE,CNY,L,20161208,
002829,星网宇达,185.4466,882.9409,4.0021,8.5335,10.5082,15712.522,6148.0761,5998.8336,343318.6057,134335.4628,北京,通信设备,北京星网宇达科技股份有限公司,"BeiJing StarNeto Technology Co.,Ltd.",中小板,SZSE,CNY,L,20161213,
002830,名雕股份,40.4913,58.3008,3.0092,2.4348,2.2802,13334.0,3984.0,3984.0,186009.3,55576.8,深圳,装修装饰,深圳市名雕装饰股份有限公司,"Shenzhen Mingdiao Decoration Co., Ltd.",中小板,SZSE,CNY,L,20161213,
002831,裕同科技,22.2155,20.7705,3.5037,2.4488,2.2183,87709.8616,25960.8239,25803.5188,2100651.1853,621761.7324,深圳,广告包装,深圳市裕同包装科技股份有限公司,"Shenzhen Yuto Packaging Technology Co., Ltd.",中小板,SZSE,CNY,L,20161216,
002832,比音勒芬,25.8218,18.9844,4.0526,5.1138,4.3372,30827.63,13429.83,13429.83,754660.3824,328762.2384,广东,服饰,比音勒芬服饰股份有限公司,"Biem.L.Fdlkk Garment Co.,Ltd.",中小板,SZSE,CNY,L,20161223,
002833,弘亚数控,16.4008,16.1185,3.2657,3.7125,3.5489,13528.13,5857.1825,4834.8125,443452.1014,191998.4424,广东,专用机械,广州弘亚数控机械股份有限公司,"Guangzhou Kdt Machinery Co.,Ltd.",中小板,SZSE,CNY,L,20161228,
002835,同为股份,623.4141,83.5137,3.639,4.0579,3.8333,22093.7059,8447.7166,6610.2242,247449.5061,94614.4259,深圳,元器件,深圳市同为数码科技股份有限公司,"Shenzhen Tvt Digital Technology Co.,Ltd.",中小板,SZSE,CNY,L,20161228,
002836,新宏泽,39.0537,37.8565,5.0476,6.8966,4.8206,16000.0,5636.8,4480.0,193440.0,68148.912,广东,广告包装,广东新宏泽包装股份有限公司,"Guangdong New Grand Long Packing Co.,Ltd.",中小板,SZSE,CNY,L,20161229,
002837,英维克,32.1257,27.8381,2.9222,3.2353,2.8286,21482.4107,7382.0869,7382.0869,346296.4605,118999.2408,深圳,专用机械,深圳市英维克科技股份有限公司,"Shenzhen Envicool Technology Co.,Ltd.",中小板,SZSE,CNY,L,20161229,
002838,道恩股份,34.3837,26.0407,4.0224,3.0894,1.6484,40320.0,11951.5812,11872.473,420940.8,124774.5077,山东,塑料,山东道恩高分子材料股份有限公司,"Shandong Dawn Polymer Co.,Ltd.",中小板,SZSE,CNY,L,20170106,
002839,张家港行,12.0775,10.9028,1.0216,3.3635,2.764,180755.9904,86561.9548,86561.9548,1008618.4264,483015.7078,江苏,银行,江苏张家港农村商业银行股份有限公司,"Jiangsu Zhangjiagang Rural Commercial Bank Co.,Ltd",中小板,SZSE,CNY,L,20170124,
002840,华统股份,31.7274,33.7892,3.341,0.9312,0.6966,27740.005,14673.6078,11986.2787,476573.2859,252092.582,浙江,食品,浙江华统肉制品股份有限公司,"Zhejiang Huatong Meat Products Co., Ltd.",中小板,SZSE,CNY,L,20170110,
002841,视源股份,53.4701,34.2486,11.8826,3.1618,2.9862,65566.0492,6998.7622,6998.7622,5369859.4295,573198.6242,广东,元器件,广州视源电子科技股份有限公司,Guangzhou Shiyuan Electronic Technology Company Limited,中小板,SZSE,CNY,L,20170119,
002842,翔鹭钨业,29.7513,134.977,3.7855,1.8917,2.1686,27460.16,11492.0,11492.0,316890.2464,132617.68,广东,小金属,广东翔鹭钨业股份有限公司,"Guangdong Xianglu Tungsten Co., Ltd.",中小板,SZSE,CNY,L,20170119,
002843,泰嘉股份,30.9052,29.7426,2.9763,4.8765,4.3699,21000.0,12600.0,7800.0,172200.0,103320.0,湖南,钢加工,湖南泰嘉新材料科技股份有限公司,"Bichamp Cutting Technology (Hunan)Co.,Ltd.",中小板,SZSE,CNY,L,20170120,
