code,name,enname,pct_chg_exact,open,high,low,close,pre_close,change,amplitude,vol,amount,sector,limit_up_count,up_count,up_true_count,turnover_rate,volume_ratio,ma_3,pct_chg_3,ma_5,pct_chg_5,ma_10,pct_chg_10,,,,,
000564,供销大集,"Ccoop Group Co., Ltd",0.45,0,3,0,False,2.22,2.26,2.2,2.24,2.23,0.01,2.69,162870.12,36288.047,SZ,0.812,1.33,2.22,4.19,2.2,4.19,2.18,3.23,,,,
000581,威孚高科,"Weifu High-Technology Group Co.,Ltd.",4.01,0,2,0,False,17.91,18.73,17.81,18.68,17.96,0.72,5.12,147957.19,272582.578,SZ,1.7688,1.33,18.16,4.71,18.02,8.1,17.66,7.79,,,,
000609,中迪投资,"Beijing Zodi Investment Co., Ltd.",9.96,3,6,6,False,5.85,5.85,5.79,5.85,5.32,0.53,1.13,405394.39,237142.143,SZ,13.8846,10.9,5.34,32.95,4.95,37.97,4.61,37.0,,,,
000620,新华联,"MACROLINK CULTURALTAINMENT DEVELOPMENT CO., LTD.",3.15,0,2,0,False,4.73,4.97,4.72,4.91,4.76,0.15,5.25,143007.41,69856.724,SZ,0.754,1.33,4.77,3.15,4.78,-0.81,4.86,-2.19,,,,
000630,铜陵有色,"Tongling Nonferrous Metals Group Co.,Ltd",2.35,0,2,0,False,2.13,2.19,2.12,2.18,2.13,0.05,3.29,620089.46,134458.23,SZ,0.6486,2.98,2.14,2.83,2.14,3.32,2.13,1.87,,,,
000635,英力特,"Ningxia Younglight Chemicals Co.,Ltd",1.37,0,2,2,False,7.33,7.43,7.28,7.41,7.31,0.1,2.05,16858.26,12416.588,SZ,0.5562,1.39,7.32,2.49,7.3,2.49,7.26,3.2,,,,
000637,茂化实华,"Maoming Petro-Chemical Shihua Co., Ltd.",0.72,0,2,2,False,4.17,4.18,4.13,4.17,4.14,0.03,1.21,30003.0,12481.23,SZ,0.8186,1.38,4.14,0.72,4.15,1.96,4.13,1.46,,,,
000655,金岭矿业,"Shandong Jinling Mining Co., Ltd.",3.83,0,2,1,False,5.24,5.5,5.24,5.42,5.22,0.2,4.98,201718.01,108851.388,SZ,3.3883,4.09,5.27,4.84,5.23,5.65,5.16,7.54,,,,
000680,山推股份,"Shantui Construction Machinery Co.,Ltd.",1.15,0,2,0,False,3.45,3.57,3.38,3.52,3.48,0.04,5.46,380259.43,132779.493,SZ,3.5978,3.01,3.42,7.65,3.37,6.99,3.33,6.67,,,,
000683,远兴能源,Inner Mongolia Yuan Xing Energy Company Limited,2.78,0,2,0,False,2.16,2.24,2.16,2.22,2.16,0.06,3.7,390171.97,86211.742,SZ,1.1026,2.04,2.17,3.26,2.17,3.74,2.17,-1.77,,,,
000688,国城矿业,"Guocheng Mining Co.,Ltd",3.14,0,5,0,False,11.13,11.6,10.97,11.48,11.13,0.35,5.66,89208.39,102403.282,SZ,0.7844,1.22,11.12,8.1,10.88,14.57,10.58,7.89,,,,
000690,宝新能源,"Guangdong Baolihua New Energy Stock Co.,Ltd.",0.35,0,3,0,False,5.63,5.71,5.63,5.69,5.67,0.02,1.41,35580.18,20207.835,SZ,0.1707,0.99,5.67,0.71,5.68,0.53,5.67,-0.18,,,,
000698,沈阳化工,"Shenyang Chemical Industry Co.,Ltd",1.25,0,2,0,False,3.19,3.25,3.17,3.23,3.19,0.04,2.51,43484.0,14015.275,SZ,0.5535,1.55,3.2,1.25,3.2,1.57,3.19,1.25,,,,
000703,恒逸石化,"Hengyi Petrochemical Co., Ltd",1.85,0,2,0,False,12.89,13.2,12.72,13.2,12.96,0.24,3.7,110125.01,142209.349,SZ,0.4824,0.7,12.96,2.25,12.94,2.72,13.12,-5.1,,,,
000709,河钢股份,HBIS Company Limited,4.45,0,3,0,False,2.47,2.58,2.46,2.58,2.47,0.11,4.86,704275.83,179620.825,SZ,0.6634,2.82,2.5,7.05,2.46,7.95,2.42,6.61,,,,
000711,京蓝科技,"Kingland Technology Co.,Ltd.",1.34,0,10,0,False,5.18,5.39,5.16,5.3,5.23,0.07,4.4,144856.6,76552.575,SZ,1.8502,0.62,5.24,3.72,5.18,7.94,4.93,18.3,,,,
000717,韶钢松山,"SGIS Songshan Co.,Ltd.",10.12,1,2,1,False,4.47,4.68,4.44,4.68,4.25,0.43,5.65,750089.3,345089.479,SZ,3.1002,0.96,4.29,19.08,4.13,24.8,3.83,35.65,,,,
000720,新能泰山,"Shandong Xinneng Taishan Power Generation Co.,Ltd.",0.91,0,3,0,False,5.48,5.57,5.34,5.53,5.48,0.05,4.2,146302.73,80199.093,SZ,1.6944,0.87,5.48,2.41,5.46,4.93,5.55,-6.59,,,,
000721,西安饮食,"Xi'An Catering Co.,Ltd.",0.53,0,3,0,False,3.74,3.77,3.69,3.76,3.74,0.02,2.14,18626.8,6955.353,SZ,0.4274,0.8,3.74,1.08,3.74,3.3,3.72,1.35,,,,
000723,美锦能源,"Shanxi Meijin Energy Co.,Ltd.",0.73,0,3,1,False,8.33,8.47,8.16,8.3,8.24,0.06,3.76,686853.91,571083.717,SZ,1.819,1.23,8.22,4.93,8.12,6.96,7.92,6.27,,,,
000728,国元证券,Guoyuan Securities Company Limited,0.61,0,3,0,False,8.22,8.3,8.19,8.28,8.23,0.05,1.34,63221.32,52166.874,SZ,0.2146,1.13,8.24,1.1,8.24,0.85,8.22,0.22,,,,
000731,四川美丰,"Sichuan Meifeng Chemical Industry Co., Ltd.",0.6,0,2,1,False,5.06,5.07,5.0,5.07,5.04,0.03,1.39,17361.45,8758.709,SZ,0.2935,0.79,5.05,0.8,5.04,2.22,4.98,2.42,,,,
000732,泰禾集团,"Tahoe Group Co., Ltd",6.61,0,3,0,True,5.6,6.16,5.6,5.97,5.6,0.37,10.0,680240.14,401657.757,SZ,2.7362,5.82,5.7,8.55,5.63,7.76,5.58,6.99,,,,
000751,锌业股份,"Huludao Zinc Industry Co.,Ltd.",2.33,0,2,0,False,3.01,3.11,3.01,3.08,3.01,0.07,3.32,113944.91,35025.442,SZ,0.8082,2.27,3.03,2.33,3.02,3.36,3.0,3.01,,,,
000761,本钢板材,"Bengang Steel Plates Co.,Ltd",4.49,0,3,0,False,3.55,3.77,3.55,3.72,3.56,0.16,6.18,113264.31,41873.126,SZ,0.3259,6.6,3.6,6.29,3.57,5.08,3.53,8.77,,,,
000776,广发证券,"GF Securities Co., Ltd.",1.13,0,2,0,False,13.25,13.42,13.18,13.42,13.27,0.15,1.81,164880.23,219592.247,SZ,0.2785,1.19,13.31,1.36,13.32,0.68,13.32,0.15,,,,
000786,北新建材,Beijing New Building Materials Public Limited Company,3.21,0,2,2,False,21.9,23.1,21.8,22.54,21.84,0.7,5.95,173010.09,392023.714,SZ,1.024,2.22,22.02,3.44,21.93,5.82,21.43,10.44,,,,
000789,万年青,"Jiangxi Wannianqing Cement Co., Ltd.",4.71,0,2,2,False,10.33,10.69,10.32,10.68,10.2,0.48,3.63,695974.37,733546.013,SZ,8.7285,2.63,10.34,4.81,10.28,11.02,9.97,10.79,,,,
000807,云铝股份,"Yunnan Aluminium Co.,Ltd.",6.29,0,2,0,False,4.45,4.73,4.45,4.73,4.45,0.28,6.29,675607.14,314172.932,SZ,2.5918,4.8,4.54,6.05,4.5,7.74,4.46,7.26,,,,
000811,冰轮环境,"Moon Environment Technology Co.,Ltd.",1.04,0,3,1,False,6.75,6.79,6.66,6.79,6.72,0.07,1.93,51689.72,34747.881,SZ,0.6931,1.67,6.72,2.11,6.72,1.95,6.72,-5.56,,,,
000818,航锦科技,"Hangjin Technology Co., Ltd.",0.81,0,3,0,False,9.84,10.07,9.75,9.92,9.84,0.08,3.25,118199.85,117530.538,SZ,1.7433,0.76,9.86,2.06,9.86,3.33,9.6,10.47,,,,
000821,京山轻机,"J.S. Corrugating Machinery Co.,Ltd.",1.3,0,3,0,False,6.13,6.25,6.1,6.23,6.15,0.08,2.44,33063.01,20470.949,SZ,0.7316,1.45,6.17,1.96,6.16,2.81,6.17,-0.48,,,,
000825,太钢不锈,"Shanxi Taigang Stainless Steel Co.,Ltd",3.8,0,3,1,False,3.97,4.15,3.96,4.1,3.95,0.15,4.81,680189.84,276398.075,SZ,1.1941,3.59,3.99,6.49,3.94,5.4,3.88,8.18,,,,
000830,鲁西化工,"Luxi Chemical Group Co.,Ltd.",5.0,0,3,0,False,9.2,9.67,9.16,9.66,9.2,0.46,5.54,363918.78,345620.701,SZ,2.4856,3.33,9.34,5.81,9.29,4.09,9.22,6.04,,,,
000833,粤桂股份,"Guangxi Yuegui Guangye Holdings Co., Ltd.",1.69,0,2,0,False,4.73,4.81,4.72,4.81,4.73,0.08,1.9,18967.0,9066.583,SZ,0.5017,1.14,4.75,1.05,4.75,3.0,4.74,0.0,,,,
000835,长城动漫,"Great Wall International Acg Co., Ltd.",9.96,5,6,4,False,4.86,5.3,4.34,5.3,4.82,0.48,19.92,751925.19,363703.62,SZ,24.8246,2.8,4.83,33.17,4.42,61.09,3.82,66.14,,,,
000839,中信国安,"CITIC Guoan Information Industry Co.,Ltd",0.3,0,2,2,False,3.38,3.39,3.32,3.37,3.36,0.01,2.08,125955.37,42239.711,SZ,0.3214,0.85,3.36,0.3,3.37,1.81,3.33,0.3,,,,
000859,国风塑业,"Anhui Guofeng Plastic Industry Co.,Ltd.",0.39,0,2,0,False,5.0,5.21,4.6,5.11,5.09,0.02,11.98,966255.33,475870.148,SZ,13.0696,0.98,5.05,0.0,5.01,16.93,4.54,29.37,,,,
000875,吉电股份,"Jilin Electric Power Co.,Ltd.",0.31,0,2,0,False,3.18,3.2,3.16,3.19,3.18,0.01,1.26,107237.5,34097.475,SZ,0.5487,1.0,3.18,-0.62,3.19,0.0,3.18,1.27,,,,
000878,云南铜业,"Yunnan Copper Co.,Ltd.",4.8,0,2,0,False,10.59,11.26,10.58,11.13,10.62,0.51,6.4,260275.99,286402.179,SZ,1.8376,2.66,10.78,4.61,10.75,4.7,10.75,1.37,,,,
000887,中鼎股份,"Anhui Zhongding Sealing Parts Co.,Ltd.",1.73,0,2,0,False,8.1,8.28,7.98,8.24,8.1,0.14,3.7,71936.07,58741.126,SZ,0.5906,1.5,8.09,3.26,8.07,2.36,8.09,4.97,,,,
000898,鞍钢股份,Angang Steel Company Limited,3.86,0,7,1,False,3.12,3.29,3.11,3.23,3.11,0.12,5.79,578980.24,186512.146,SZ,0.7243,2.74,3.14,8.75,3.07,10.62,2.98,10.24,,,,
000899,赣能股份,"Jiangxi Ganneng Co.,Ltd",0.84,0,3,0,False,4.75,4.8,4.7,4.8,4.76,0.04,2.1,32130.47,15311.336,SZ,0.3293,1.69,4.75,4.58,4.7,3.9,4.67,2.56,,,,
000902,新洋丰,"Xinyangfeng Agricultural Technology Co., Ltd.",3.18,0,2,0,False,7.83,8.11,7.83,8.11,7.86,0.25,3.56,121087.12,96874.298,SZ,1.0319,1.42,7.89,4.65,7.85,4.92,7.82,2.79,,,,
000903,云内动力,"Kunming Yunnei Power Co.,Ltd",1.65,0,2,0,False,2.42,2.46,2.42,2.46,2.42,0.04,1.65,53023.15,12942.982,SZ,0.3,1.53,2.43,2.07,2.42,2.5,2.42,0.0,,,,
000910,大亚圣象,"Dare Power Dekor Home Co.,Ltd.",3.31,0,2,0,False,11.92,13.13,11.8,12.5,12.1,0.4,10.99,195913.63,242463.291,SZ,3.6273,2.06,12.15,4.43,12.08,6.75,11.72,10.72,,,,
000920,南方汇通,"South Huiton Co.,Ltd",2.64,0,2,0,False,6.41,6.62,6.35,6.6,6.43,0.17,4.2,19781.01,12842.341,SZ,0.469,2.57,6.46,3.61,6.43,5.43,6.39,1.38,,,,
000922,佳电股份,"Harbin Electric Corporation Jiamusi Electric Machine Co.,Ltd",2.93,0,3,0,False,7.17,7.39,7.1,7.38,7.17,0.21,4.04,71191.61,51728.515,SZ,1.467,2.59,7.21,4.53,7.17,5.43,7.1,4.83,,,,
000927,一汽夏利,"Tianjin FAW Xiali Automobile Co.,Ltd.",0.58,0,3,3,False,3.44,3.48,3.41,3.45,3.43,0.02,2.04,95031.62,32731.849,SZ,0.5957,1.17,3.41,3.92,3.38,3.6,3.37,2.68,,,,
000928,中钢国际,"Sinosteel Engineering & Technology Co., Ltd.",3.3,0,2,0,False,4.54,4.7,4.49,4.69,4.54,0.15,4.63,83248.4,38634.737,SZ,1.1202,2.1,4.57,3.99,4.56,5.16,4.54,1.96,,,,
000932,华菱钢铁,"Hunan Valin Steel Co., Ltd.",8.02,0,2,1,False,4.6,4.93,4.6,4.85,4.49,0.36,7.35,1910489.91,916418.06,SZ,4.5256,2.75,4.58,10.23,4.5,10.73,4.35,17.43,,,,
000937,冀中能源,"Jizhong Energy Resources Co.,Ltd.",3.46,0,2,0,False,3.47,3.6,3.46,3.59,3.47,0.12,4.03,193656.25,68979.002,SZ,0.6663,2.77,3.5,4.36,3.47,5.59,3.44,3.76,,,,
000959,首钢股份,"Beijing Shougang Co., Ltd.",5.7,0,3,0,True,3.51,3.86,3.49,3.71,3.51,0.2,10.54,492569.86,180961.444,SZ,0.974,6.84,3.55,9.44,3.49,9.76,3.42,11.08,,,,
000965,天保基建,"Tianjin Tianbao Infrastructure Co.,Ltd.",1.32,0,2,0,False,3.03,3.08,3.03,3.08,3.04,0.04,1.64,42926.33,13158.003,SZ,0.3868,1.36,3.05,1.99,3.04,1.32,3.05,-0.65,,,,
000969,安泰科技,"Advanced Technology & Materials Co., Ltd.",1.16,0,2,1,False,6.05,6.13,5.98,6.08,6.01,0.07,2.5,46079.7,27972.019,SZ,0.4604,0.97,6.03,-1.14,6.07,0.33,6.05,-0.65,,,,
000983,西山煤电,"Shanxi Xishan Coal and Electricity Power Co.,Ltd",2.77,0,6,1,False,5.83,5.95,5.8,5.94,5.78,0.16,2.6,323677.79,190966.735,SZ,1.0272,3.04,5.82,4.58,5.76,6.64,5.66,6.64,,,,
001696,宗申动力,"Chongqing Zongshen Power Machinery Co.,Ltd",1.35,0,2,2,False,5.21,5.26,5.13,5.26,5.19,0.07,2.5,58608.07,30499.561,SZ,0.6576,1.38,5.21,1.15,5.22,1.54,5.21,-0.38,,,,
001896,豫能控股,"Henan Yuneng Holdings Co.,Ltd.",10.03,1,3,2,False,3.39,3.62,3.36,3.62,3.29,0.33,7.9,145795.69,52237.864,SZ,1.5685,3.18,3.4,11.04,3.35,11.73,3.3,10.7,,,,
002003,伟星股份,"Zhejiang Weixing Industrial Development Co., Ltd.",1.52,0,2,1,False,5.93,6.01,5.88,6.01,5.92,0.09,2.2,20717.6,12357.985,SZ,0.3189,1.64,5.93,2.04,5.92,2.04,5.9,3.44,,,,
002015,协鑫能科,"GCL Energy Technology Co.,Ltd.",0.53,0,2,0,False,5.62,5.7,5.56,5.68,5.65,0.03,2.48,26606.3,14969.923,SZ,0.664,1.36,5.65,0.71,5.64,2.34,5.56,2.53,,,,
002025,航天电器,"Guizhou Space Appliance Co.,Ltd.",0.48,0,2,0,False,25.15,25.53,24.79,25.27,25.15,0.12,2.94,33883.14,85441.635,SZ,0.79,1.11,25.17,0.16,25.24,0.76,24.98,3.4,,,,
002029,七匹狼,"Fujian Septwolves Industry Co.,Ltd.",1.81,0,2,1,False,5.55,5.65,5.52,5.64,5.54,0.1,2.35,40549.0,22679.435,SZ,0.5448,2.34,5.57,1.99,5.56,1.99,5.56,1.08,,,,
002039,黔源电力,"Guizhou Qianyuan Power Co.,Ltd.",2.26,0,3,1,False,14.7,14.95,14.58,14.94,14.61,0.33,2.53,36064.73,53384.431,SZ,1.1809,1.89,14.61,4.77,14.47,4.62,14.38,3.75,,,,
002040,南京港,"Nanjing Port Co., Ltd.",2.22,0,2,1,False,6.78,6.91,6.71,6.9,6.75,0.15,2.96,31168.99,21303.4,SZ,0.7816,2.06,6.79,2.07,6.79,2.53,6.8,1.47,,,,
002042,华孚时尚,"Huafu Fashion Co., Ltd.",2.78,0,3,0,False,6.12,6.29,6.03,6.29,6.12,0.17,4.25,49247.71,30384.548,SZ,0.3244,1.88,6.16,4.31,6.11,3.8,6.11,3.45,,,,
002043,兔宝宝,"Dehua TB New Decoration Material Co.,Ltd.",2.31,0,2,2,False,6.6,6.92,6.51,6.64,6.49,0.15,6.32,315587.92,212110.076,SZ,4.2502,1.29,6.45,6.41,6.36,8.67,6.06,22.96,,,,
002051,中工国际,"China CAMC Engineering Co.,Ltd.",2.47,0,2,0,False,8.91,9.17,8.86,9.13,8.91,0.22,3.48,83070.9,75439.125,SZ,0.7476,2.47,8.97,2.58,8.97,2.58,8.97,1.0,,,,
002071,长城影视,"Great Wall Movie and Television Co.,Ltd.",2.3,0,6,0,False,2.96,3.2,2.82,3.11,3.04,0.07,12.5,258542.69,77762.227,SZ,4.9561,2.04,3.04,9.51,2.95,14.34,2.83,15.61,,,,
002074,国轩高科,"Guoxuan High-Tech Co.,Ltd.",1.43,0,2,0,False,11.84,12.09,11.77,12.07,11.9,0.17,2.69,87459.97,104667.711,SZ,0.8645,0.8,11.94,1.0,11.98,3.87,11.95,-1.31,,,,
002075,沙钢股份,"Jiangsu Shagang Co.,Ltd.",6.39,0,2,1,False,6.46,6.95,6.46,6.83,6.42,0.41,7.63,407844.63,275412.826,SZ,1.8482,2.9,6.54,4.75,6.56,5.89,6.53,1.79,,,,
002083,孚日股份,"Sunvim Group Co.,Ltd.",0.17,0,2,1,False,5.95,6.0,5.91,5.95,5.94,0.01,1.52,88698.25,52851.603,SZ,1.0118,1.11,5.93,-1.49,6.0,-2.78,6.16,-5.1,,,,
002084,海鸥住工,"Guangzhou Seagull Kitchen and Bath Products Co., Ltd.",5.15,0,2,0,False,5.96,6.34,5.87,6.33,6.02,0.31,7.81,181871.99,112260.796,SZ,3.7071,1.95,6.1,4.98,6.1,3.6,6.2,-4.38,,,,
002087,新野纺织,"Henan Xinye Textile Co.,Ltd.",1.45,0,2,0,False,3.45,3.51,3.43,3.5,3.45,0.05,2.32,147479.71,51343.411,SZ,1.8082,0.68,3.46,1.74,3.47,-0.57,3.54,-6.17,,,,
002091,江苏国泰,"Jiangsu Guotai International Group Co., Ltd.",1.64,0,2,0,False,5.48,5.58,5.48,5.58,5.49,0.09,1.82,70287.45,38998.637,SZ,0.7228,1.92,5.49,2.57,5.48,3.33,5.44,4.49,,,,
002092,中泰化学,"XINJIANG ZHONGTAI CHEMICAL CO.,LTD",3.24,0,3,0,False,6.46,6.72,6.46,6.69,6.48,0.21,4.01,159593.25,105760.513,SZ,0.7436,2.73,6.54,4.53,6.49,5.35,6.4,6.53,,,,
002096,南岭民爆,"Hunan Nanling Industrial Explosive Materials Co., Ltd.",0.85,0,3,1,False,5.9,5.91,5.82,5.91,5.86,0.05,1.54,13747.51,8085.206,SZ,0.3707,0.85,5.87,1.9,5.85,2.96,5.76,4.23,,,,
002097,山河智能,"Sunward Intelligent Equipment Co.,Ltd.",0.54,0,2,0,False,5.55,5.67,5.52,5.63,5.6,0.03,2.68,71449.14,40030.327,SZ,0.8322,1.45,5.56,2.74,5.55,2.93,5.53,0.54,,,,
002108,沧州明珠,"Cangzhou Mingzhu Plastic Co.,Ltd.",9.97,1,3,0,False,3.2,3.53,3.2,3.53,3.21,0.32,10.28,359026.28,123511.232,SZ,2.5321,6.46,3.31,11.01,3.27,9.97,3.23,6.65,,,,
002110,三钢闽光,"Sansteel Minguang Co.,Ltd.Fujian",6.09,0,10,2,False,8.65,9.1,8.65,9.06,8.54,0.52,5.27,710340.77,635774.8,SZ,3.2236,1.83,8.68,7.99,8.56,11.3,8.19,19.68,,,,
002114,罗平锌电,"Yunnan Luoping Zinc & Electricity Co., Ltd.",2.53,0,2,0,False,7.12,7.35,7.12,7.3,7.12,0.18,3.23,34529.1,25047.604,SZ,1.0678,1.59,7.17,1.67,7.17,2.24,7.04,5.64,,,,
002116,中国海诚,"China Haisum Engineering Co.,Ltd.",0.95,0,2,0,False,7.34,7.42,7.28,7.42,7.35,0.07,1.9,10237.64,7546.427,SZ,0.2463,1.16,7.37,0.82,7.37,2.49,7.33,0.13,,,,
002128,露天煤业,Huolinhe Opencut Coal Industry Corporation Limited of Inner Mongolia,3.52,0,3,1,False,8.26,8.52,8.25,8.52,8.23,0.29,3.28,288998.23,244502.958,SZ,1.7682,3.88,8.32,4.93,8.24,5.58,8.13,6.5,,,,
002146,荣盛发展,"Risesun Real Estate Development Co.,Ltd",1.99,0,2,0,False,8.52,8.81,8.52,8.72,8.55,0.17,3.39,258129.01,224797.135,SZ,0.663,1.45,8.58,2.35,8.55,3.69,8.42,2.83,,,,
002154,报喜鸟,"BAOXINIAO HOLDING CO.,LTD.",1.38,0,3,0,False,2.9,2.96,2.88,2.94,2.9,0.04,2.76,122151.25,35766.299,SZ,1.103,1.96,2.91,2.44,2.9,2.44,2.89,1.38,,,,
002157,正邦科技,"Jiangxi Zhengbang Technology Co.,Ltd.",1.26,0,2,2,False,15.31,15.49,15.07,15.21,15.02,0.19,2.8,475067.7,725136.995,SZ,2.1522,0.9,15.07,0.73,15.14,-1.74,15.32,-5.7,,,,
002160,常铝股份,"JIANGSU ALCHA ALUMINIUM GROUP CO., LTD.",3.51,0,3,0,False,2.84,3.02,2.83,2.95,2.85,0.1,6.67,108626.76,31785.016,SZ,1.5918,1.95,2.87,5.36,2.84,6.12,2.88,1.03,,,,
002167,东方锆业,"Guangdong Orient Zirconic Ind Sci & Tech Co.,Ltd.",0.15,0,2,0,False,6.6,6.67,6.56,6.64,6.63,0.01,1.66,29001.13,19219.894,SZ,0.4688,0.44,6.63,-0.45,6.68,-4.46,6.74,-4.6,,,,
002171,楚江新材,"Anhui Truchum Advanced Materials and Technology Co.,Ltd.",0.49,0,3,0,False,6.1,6.22,6.1,6.16,6.13,0.03,1.96,53983.37,33290.02,SZ,0.5117,1.12,6.12,3.01,6.07,5.12,5.98,3.53,,,,
002182,云海金属,"Nanjing Yunhai Special Metals Co.,Ltd",2.73,0,2,2,False,8.43,8.73,8.38,8.65,8.42,0.23,4.16,227618.81,195636.979,SZ,4.6518,2.34,8.46,3.72,8.42,3.84,8.32,4.22,,,,
002186,全聚德,"China Quanjude(Group) Co.,Ltd",0.91,0,2,0,False,9.85,9.94,9.73,9.94,9.85,0.09,2.13,9132.92,8978.111,SZ,0.2987,1.41,9.87,0.4,9.89,1.02,9.9,-1.19,,,,
002202,金风科技,"Xinjiang Goldwind Science&Technology Co.,Ltd",0.08,0,3,0,False,12.04,12.15,11.69,12.11,12.1,0.01,3.8,173055.91,206795.508,SZ,0.5109,0.99,12.09,0.92,12.15,-2.42,12.28,-3.27,,,,
002206,海利得,"Zhejiang Hailide New Material Co.,Ltd.",0.27,0,5,1,False,3.68,3.69,3.63,3.65,3.64,0.01,1.65,37284.52,13623.998,SZ,0.3838,0.78,3.64,1.11,3.63,3.11,3.6,5.19,,,,
002226,江南化工,"Anhui Jiangnan Chemical Industry Co.,Ltd.",2.98,0,3,0,False,5.03,5.2,5.03,5.19,5.04,0.15,3.37,95699.38,49268.664,SZ,0.9986,1.67,5.08,6.79,5.0,7.23,4.92,5.92,,,,
002244,滨江集团,"Hangzhou Binjiang Real Estate Group Co.,Ltd.",5.1,0,2,1,False,4.13,4.35,4.12,4.33,4.12,0.21,5.58,230807.85,98891.842,SZ,0.8539,2.51,4.18,4.84,4.17,5.35,4.2,2.85,,,,
002286,保龄宝,"Baolingbao Biology Co., Ltd.",4.76,0,3,2,True,5.68,6.24,5.64,5.94,5.67,0.27,10.58,111400.65,66409.948,SZ,3.0169,4.63,5.67,10.41,5.56,10.41,5.56,4.58,,,,
002301,齐心集团,"Shenzhen Comix Group Co., Ltd.",0.57,0,2,0,False,12.27,12.64,11.95,12.36,12.29,0.07,5.61,79799.94,98071.201,SZ,1.2459,1.29,12.29,-0.32,12.41,-3.06,12.48,-3.66,,,,
002305,南国置业,"Langold Real Estate Co., Ltd",2.37,0,2,0,False,2.11,2.18,2.11,2.16,2.11,0.05,3.32,159458.9,34225.017,SZ,0.9208,2.65,2.12,2.86,2.11,5.37,2.09,4.35,,,,
002310,东方园林,"Beijing Orient Landscape & Environment Co.,Ltd.",1.95,0,2,1,False,4.63,4.81,4.61,4.71,4.62,0.09,4.33,205105.58,96562.004,SZ,1.245,2.16,4.64,1.73,4.64,2.17,4.63,-2.08,,,,
002332,仙琚制药,"Zhejiang Xianju Pharmaceutical Co.,Ltd.",0.59,0,2,0,False,10.07,10.63,10.01,10.25,10.19,0.06,6.08,355915.73,366719.206,SZ,3.9371,0.7,10.2,-4.38,10.28,2.3,9.94,10.22,,,,
002347,泰尔股份,"Taier Heavy Industry Co., Ltd.",0.68,0,2,0,False,4.33,4.43,4.33,4.41,4.38,0.03,2.28,28070.81,12328.86,SZ,0.8861,0.65,4.36,1.85,4.34,4.75,4.26,6.52,,,,
002360,同德化工,"Shanxi Tond Chemical Co.,Ltd.",0.8,0,3,0,False,5.01,5.08,4.98,5.07,5.03,0.04,1.99,16656.0,8387.158,SZ,0.5616,1.09,5.04,1.2,5.04,1.0,5.06,-0.59,,,,
002377,国创高新,"Hubei Guochuang Hi-Tech Material Co.,Ltd",2.62,0,2,0,False,3.79,3.96,3.77,3.92,3.82,0.1,4.97,73690.89,28667.195,SZ,1.5164,1.78,3.84,3.43,3.81,6.23,3.76,4.81,,,,
002378,章源钨业,"Chongyi Zhangyuan Tungsten Co.,Ltd.",1.81,0,2,0,False,4.95,5.09,4.91,5.05,4.96,0.09,3.63,87322.16,43906.321,SZ,0.9458,1.04,4.99,-0.59,4.99,6.09,4.9,2.02,,,,
002391,长青股份,"Jiangsu Changqing Agrochemical Co.,Ltd",0.65,0,2,0,False,7.75,7.82,7.66,7.8,7.75,0.05,2.06,15630.9,12140.39,SZ,0.4384,1.29,7.76,0.65,7.76,1.83,7.73,-0.38,,,,
002407,多氟多,"Do-Fluoride Chemicals Co.,Ltd.",0.09,0,3,0,False,11.65,11.85,11.44,11.75,11.74,0.01,3.49,88021.48,102822.38,SZ,1.5192,1.0,11.7,1.56,11.69,3.43,11.54,5.1,,,,
002411,延安必康,YanAn Bicon Pharmaceutical Listed Company,0.6,0,3,2,False,16.81,17.14,16.6,16.9,16.8,0.1,3.21,136865.36,230376.268,SZ,0.9595,1.17,16.69,7.37,16.31,6.89,16.08,5.82,,,,
002419,天虹股份,"Rainbow Department Store Co., Ltd.",0.61,0,3,2,False,9.9,9.95,9.8,9.93,9.87,0.06,1.52,36903.48,36519.062,SZ,0.3076,0.94,9.86,1.85,9.85,0.3,9.94,-1.78,,,,
002430,杭氧股份,"Hangzhou Hangyang Co., Ltd.",0.6,0,3,0,False,11.7,11.78,11.59,11.77,11.7,0.07,1.62,38869.58,45529.689,SZ,0.4091,0.88,11.72,3.25,11.63,1.64,11.45,4.72,,,,
002431,棕榈股份,"Palm Eco-Town Development Co., Ltd.",1.0,0,3,0,False,3.0,3.05,2.99,3.04,3.01,0.03,1.99,65417.5,19830.079,SZ,0.4939,1.11,3.02,2.01,3.01,2.36,3.03,-2.56,,,,
002443,金洲管道,"Zhejiang Kingland Pipeline and Technologies Co.,Ltd.",1.99,0,3,1,False,6.55,6.73,6.51,6.67,6.54,0.13,3.36,61407.14,40945.021,SZ,1.2024,2.51,6.58,2.3,6.57,2.14,6.57,1.83,,,,
002465,海格通信,Guangzhou Haige Communications Group Incorporated Company,0.7,0,3,0,False,9.93,10.08,9.85,10.0,9.93,0.07,2.32,195322.0,195164.133,SZ,0.9087,1.08,9.91,2.35,9.9,0.91,9.91,2.15,,,,
002478,常宝股份,"Jiangsu Changbao Steeltube Co.,Ltd.",2.65,0,2,2,False,5.68,5.85,5.63,5.8,5.65,0.15,3.89,108398.0,62654.554,SZ,1.8158,2.93,5.68,2.65,5.68,3.39,5.66,1.4,,,,
